title;author;rating;category;fandom;relationship;character;additional tags;language;published;status;status date;words;chapters;comments;kudos;bookmarks;hits
When September ends;author_194;Mature;M/M;Greek and Roman Mythology, Nightwing (Comics), Batman - All Media Types, Deathstroke the Terminator (Comics);Dick Grayson/Slade Wilson;Dick Grayson, Bruce Wayne, Slade Wilson, Jason Todd, Tim Drake, Damian Wayne, Alfred Pennyworth, Duke Thomas, Barbara Gordon, Cassandra Cain, Stephanie Brown, Clark Kent, Barry Allen;Alternate Universe - Greek Mythology, Alternate Universe - Gods & Goddesses, Kidnapping, Alternate Universe - Hades and Persephone Mythology Fusion, Possessive Behavior, Angst, Crying, so much crying, I'm sorry this is just Dick suffering, But Slade loves him and doesn't want to see him suffer, he's awkward, Bruce needs to stop making dumbass promises, This Is Why We Can't Have Nice Things;English;2019-01-15;Completed;2019-02-19;6237;8/8;33;344;38;6375
glorious;author_1667;Teen And Up Audiences;Gen;Once Upon a Time (TV), Greek and Roman Mythology;robin hood (once upon a time) & rumplestiltskin | mr. gold;Robin Hood (Once Upon a Time), Rumplestiltskin | Mr. Gold, Atalanta, Original Characters;Dealfic, Hunters & Hunting, Dark One Rumplestiltskin | Mr. Gold, Fairy Tale Retellings, Archetypes, The Dark Castle (Once Upon a Time), Alternate Universe - Canon Divergence, Rituals, Dimension Travel, Dyslexia, Hearts, Worldbuilding, Portals, Time Travel;English;2019-02-19;Completed;2019-02-19;6022;1/1;;33;2;322
A God's Adoration;author_1626;Explicit;F/M;Greek and Roman Mythology;Cupid/Psyche;;Contains a couple being very...couplish on their wedding night.;English;2019-02-18;Completed;2019-02-18;273;1/1;;21;1;698
Heart by Heart;author_1403;Explicit;M/M;The Song of Achilles - Madeline Miller, Greek and Roman Mythology;Achilles/Patroclus;Achilles (Song of Achilles), Patroclus (Song of Achilles);NSFW, Anal Sex, Anal Fingering, Emotional Sex, last night - Freeform, Song Inspired, patrochilles - Freeform, Gay Sex, Forest Sex, Feels, Lovers, SOFT GAYS, Tragic Story, Tragic Romance, One Shot, Deep love, I Wrote This Instead of Sleeping, random late night thoughts, I Will Go Down With This Ship;English;2019-02-18;Completed;2019-02-18;1612;1/1;;88;6;4044
Nu Wang Mo Sui  (Vivat Regina);author_1668;Teen And Up Audiences;F/M;Greek and Roman Mythology;Hades/Persephone;Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Demeter (Hellenistic Religion & Lore);;English;2019-02-18;Completed;2019-02-18;3309;1/1;;1;1;162
Binded Hands;author_1669;General Audiences;Other;Greek and Roman Mythology;;Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;155;1/1;;1;;65
Betting on Cards;author_1669;General Audiences;Other;Greek and Roman Mythology;;Ades | Hades (Hellenistic Religion & Lore), Poseidon (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;101;1/1;;7;;186
Bending Truths;author_1669;General Audiences;Other;Greek and Roman Mythology;Aphrodite/Hephaestus;Aphrodite (Hellenistic Religion & Lore), Hephaestus (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;118;1/1;1;31;;1314
Beckon;author_1669;General Audiences;Other;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;152;1/1;1;25;1;1127
Beauty;author_1669;General Audiences;Other;Greek and Roman Mythology;;Aphrodite (Hellenistic Religion & Lore), Ares (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;113;1/1;1;10;1;154
Bargain;author_1669;General Audiences;Other;Greek and Roman Mythology;;Demeter (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;107;1/1;;4;1;79
Bail;author_1669;General Audiences;Other;Greek and Roman Mythology;;Ermes | Hermes (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;150;1/1;;3;;105
Ashes;author_1669;General Audiences;Other;Greek and Roman Mythology;;Ades | Hades (Hellenistic Religion & Lore), Apollo (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;236;1/1;;2;;58
The Myth of Snakes;author_1669;General Audiences;Other;Greek and Roman Mythology;;Eris;Original Mythology, Class Project;English;2019-02-17;Completed;2019-02-17;452;1/1;;;;22
Armor;author_1669;General Audiences;Other;Greek and Roman Mythology;;Aphrodite (Hellenistic Religion & Lore), Ares (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;189;1/1;1;7;1;126
Anticipation;author_1669;General Audiences;Other;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;227;1/1;;15;;244
Allowance;author_1669;General Audiences;Other;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Persephone | Persephone (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;43;1/1;;9;;170
Adonis's Tale;author_1669;General Audiences;Other;Greek and Roman Mythology;;Aphrodite (Hellenistic Religion & Lore), Adonis | Adonis (Hellenistic Religion & Lore);Poetry, Greek myth - Freeform;English;2019-02-17;Completed;2019-02-17;432;1/1;;5;;73
Abandonment;author_1669;General Audiences;Other;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Demeter (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Poetry, Greek Mythology - Freeform;English;2019-02-17;Completed;2019-02-17;286;1/1;1;12;1;300
Cousin, Cousin;author_1158;Not Rated;;Greek and Roman Mythology;Dionysus & Hedone;Dionysus, Edone | Hedone;Aromantic & Transgender Struggle, Rants, Sad, this is actually linked to 2 bendy and the ink machine fanfictions by Control_Room, theyre not vital to the story but they explain the god of pleasure's struggles, and also hey., they are Seriously Dang Good, theyre named bertrum piedmont is a demigod and god dess titude, just check out their account they write v good stories;English;2019-02-16;Completed;2019-02-16;1908;1/1;3;3;;89
the sun shines on the mountainside;author_1615;General Audiences;Gen;Hellenistic Religion & Lore, Greek and Roman Mythology, Percy Jackson and the Olympians & Related Fandoms - All Media Types;;Apollo (Hellenistic Religion & Lore), Artemis (Mentioned), Leto (mentioned), Phoebe (mentioned), Selene (mentioned) - Character, Helios (mentioned);Divinity, Apollo is the god of lots of stuff, pjo fans you need to read this piece of shit, damn it riordan, i thought apollo was going to be booksmart when i read this, thanks for murdering a character through characterization, goddamn, people keep forgetting he's the god of knowledge, even rick forgot it, look what happened to him, Brought to you by: A Classics Major, thank you and goodnight, Some Mythological inaccuracies, because not all of us are perfect, i was way into mythology before pjo, Don't Judge Me, their appearances are MY interpretations, I Blame OSP;English;2019-02-16;Completed;2019-02-16;1386;1/1;3;91;12;796
Legendary;author_370;General Audiences;F/F;Greek and Roman Mythology;Aphrodite/Helen of Sparta;Aphrodite, Elene | Helen of Troy (Hellenistic Religion & Lore);Pining, Lust, Dark;English;2019-02-15;Completed;2019-02-15;881;1/1;18;70;10;718
Persephone and Hades;author_1386;Explicit;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Persephone | Persephone (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore);Art, Watercolors;English;2019-02-15;Completed;2019-02-15;0;1/1;33;202;8;9538
A Helping Hand;author_370;Teen And Up Audiences;F/M, Gen;Greek and Roman Mythology;Aphrodite & Persephone (Hellenistic Religion & Lore), Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Aphrodite, Persephone | Persephone (Hellenistic Religion & Lore), Ades | Hades (Hellenistic Religion & Lore), Demeter (Hellenistic Religion & Lore);Female Friendship, Aphrodite Ships It, First Kiss, Implied Sexual Content, POV Outsider;English;2019-02-15;Completed;2019-02-15;5066;1/1;27;646;102;6445
Tall, Tall Shadow;author_370;Teen And Up Audiences;F/M;Greek and Roman Mythology;Odysseus/Penelope;Penelope (Hellenistic Religion & Lore), Odusseus | Odysseus (Hellenistic Religion & Lore);Memories, Hopeful Ending, Homecoming;English;2019-02-15;Completed;2019-02-15;907;1/1;22;121;22;1063
Post tenebras, spero lucem;author_370;Teen And Up Audiences;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Cultural Differences, Complicated Relationships, Developing Relationship, Gift Giving, Courtship;English;2019-02-15;Completed;2019-02-15;4527;1/1;13;275;42;2813
First Drawn From Darkness;author_714;Teen And Up Audiences;Gen;Greek and Roman Mythology;Ajax the Greater son of Telamon & Teucer son of Telamon (Hellenistic Religion & Lore), Teucer son of Telamon & Tecmessa (Greek & Roman Mythology), Teucer son of Telamon & Eurysaces (Greek & Roman Mythology);Teucer son of Telamon (Hellenistic Religion & Lore), Ajax the Greater son of Telamon (Hellenistic Religion & Lore), Tecmessa mother of Eurysaces (Hellenistic Religion & Lore);background Ajax/Tecmessa, Non-Linear Narrative, Canon-Typical Content;English;2019-02-15;Completed;2019-02-15;3492;1/1;10;15;9;236
she gathered in my soul from many a thorn;author_370;Explicit;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Charon, Original Characters;Role Reversal, Captivity, Uncle/Niece Incest, Heterosexual Sex, Dubious Consent, Sex Pollen, Vaginal Sex, Courtship, Biting, Hair-pulling;English;2019-02-15;Completed;2019-02-15;20806;1/1;37;1123;274;18485
Waiting;author_581;General Audiences;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Demeter (Hellenistic Religion & Lore);Flash Fic;English;2019-02-13;Completed;2019-02-13;300;1/1;9;152;15;1727
The Abduction of Persephone / the Resolution of Hades;author_1537;Mature;F/M;Greek and Roman Mythology;Hades/Persephone, Demeter/Zeus;Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Demeter (Hellenistic Religion & Lore), Zeus | Zeus (Hellenistic Religion & Lore), Helios (Hellenistic Religion & Lore);Origin Myths, Legends, Ancient Greece, Dark Fantasy, Prose Poem;English;2019-02-13;Completed;2019-02-13;834;1/1;;7;;601
Eyes of a Dream;author_1626;General Audiences;Gen;Inception (2010), Greek and Roman Mythology, The Sandman (Comics);;Arthur (Inception), Eames (Inception), Dom Cobb, Morpheus | Morpheus (Hellenistic Religion & Lore), Dream of the Endless | Morpheus;;English;2019-02-13;Completed;2019-02-13;356;1/1;;27;;274
A First Press of Olives;author_665;Explicit;F/M;Greek and Roman Mythology, Hellenistic Religion & Lore;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Aidoneus (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Fluff and Smut, Receiver of Many Universe;English;2019-02-12;Completed;2019-02-12;8945;1/1;10;304;49;11645
Dear, the kiss that steals your breath;author_1403;Explicit;M/M;The Song of Achilles - Madeline Miller, Greek Mythology;Achilles/Patroclus;Achilles (Song of Achilles), Patroclus (Song of Achilles);Smut, Fluff and Smut, First Time, First Time Blow Jobs, Outdoor Sex, patrochilles - Freeform, Deep love, Young Love, Boys In Love, Greek Mythology - Freeform, Anal Sex, Spit As Lube, I'm Bad At Tagging, Loss of Virginity, i tried my best with that;English;2019-02-10;Completed;2019-02-10;1613;1/1;1;109;6;7025
with your eyes upturned;author_1670;Not Rated;F/M;Greek and Roman Mythology;Andromache/Hector;Andromache, Hector;;English;2019-02-10;Completed;2019-02-10;766;1/1;2;39;5;578
Goddess;author_1671;Teen And Up Audiences;;Greek and Roman Mythology;;Hera (Hellenistic Religion & Lore), Hecate, Zeus | Zeus (Hellenistic Religion & Lore), Athena (Hellenistic Religion & Lore), Original Male Character(s);;English;2019-02-09;Completed;2019-02-09;479;1/1;;9;;238
Three-Sentence Fic;author_1672;General Audiences;F/M, Gen;Buffy the Vampire Slayer (TV), Greek and Roman Mythology;Rupert Giles & Buffy Summers, Drusilla (BtVS)/William Pratt;Dawn Summers, Siren - Character;Poetry, 3 Sentence Fiction;English;2019-02-09;Completed;2019-02-09;427;4/4;19;10;2;107
The Untold Tales;author_1673;General Audiences;F/M;Greek Mythology, Greek and Roman Mythology;Circe & Odysseus (Odyssey), Circe/Odysseus (Odyssey);Circe (Odyssey), Odusseus | Odysseus (Hellenistic Religion & Lore);;English;2019-02-08;Completed;2019-02-08;1386;1/1;;4;;182
The Limitations of Wax;author_1674;General Audiences;M/M;Original Work, Greek and Roman Mythology;Apollo/Icarus (Hellenistic Religion & Lore);Icarus, Apollo (Hellenistic Religion & Lore);Implied/Referenced Character Death, Character Death, Prose Poem, Flying, Falling In Love, Sun God;English;2019-02-08;Completed;2019-02-08;540;2/2;2;52;9;635
The ice that could not be defied;author_1386;Teen And Up Audiences;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore), Demeter (Hellenistic Religion & Lore);Mythology - Freeform, Rituals;English;2019-02-08;Completed;2019-02-08;556;1/1;6;31;2;813
Imago;author_1675;Not Rated;F/M, Gen;Greek and Roman Mythology;Hades/Persephone (Hellenistic Religion & Lore);;Modern AU, Tarot, Age Difference, Implied/Referenced Alcohol Abuse/Alcoholism, Chocolate Box Treat;English;2019-02-08;Completed;2019-02-08;1256;1/1;9;43;7;664
her phantom beside;author_964;General Audiences;F/F;Greek and Roman Mythology;Cassandra/Helen of Troy (Hellenistic Religion & Lore);Elene | Helen of Troy (Hellenistic Religion & Lore), Cassandra (Hellenistic Religion & Lore);Femslash February;English;2019-02-07;Completed;2019-02-07;294;1/1;6;37;5;369
The Slaves of Men and Gods;author_1576;Mature;M/M;Greek and Roman Mythology, The Iliad - Homer;Achilles/Agamemnon;Achilles (Hellenistic Religion & Lore), Agamemnon (Hellenistic Religion & Lore), Thetis (Hellenistic Religion & Lore);Angst, dubcon;English;2019-02-07;Completed;2019-02-07;2603;1/1;17;45;4;652
The warmth of summer;author_804;Teen And Up Audiences;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Genderswap, Alternate Universe - Gender Changes, Ancient Greece, Married Couple, Gods, Summer, Romance, Age Difference, Older Woman/Younger Man;English;2019-02-06;Completed;2019-02-06;582;1/1;2;77;10;2279
R-pheus and Eurydice;author_147;Teen And Up Audiences;M/M;Les Miserables - All Media Types, Greek and Roman Mythology;Enjolras/Grantaire, Grantaire/Enjolras, enjoltaire;Enjolras (Les Miserables), Grantaire (Les Miserables), Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Based on the Orpheus and Eurydice myth, Kind of Hadestown inspired?, Enjolras dies, but not for long, no beta we die like men;English;2019-02-06;Completed;2019-02-06;920;1/1;2;24;2;294
In Another Age;author_1501;Teen And Up Audiences;F/F;Greek and Roman Mythology;Medusa/Original Character(s);Medusa (Hellenistic Religion & Lore), Original Characters, Stheno (Hellenistic Religion & Lore), Euruale | Euryale (Hellenistic Religion & Lore), Greek Gods and Mythological People;Lesbian Character, Mythical Beings & Creatures, Ancient Greece, Gorgons (Hellenistic Religion & Lore), Blind Character, Disabled Character, Alternate Universe, Monsters, Angst and Romance, Villains to Heroes;English;2019-02-05;Completed;2019-02-05;7751;1/1;61;1080;223;15100
Hades & Persephone card;author_1676;General Audiences;F/M;Greek and Roman Mythology;Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore);Ades | Hades (Hellenistic Religion & Lore), Persephone | Persephone (Hellenistic Religion & Lore);Fanart;English;2019-02-04;Completed;2019-02-04;0;1/1;21;59;9;1413
